,open,high,low,close,volume
2025-10-10 14:15:01.073795,17300.30316206918,17332.686869631445,17294.677024473327,17315.295559566595,1624
2025-10-10 14:20:01.073795,17310.81691264836,17328.30304656269,17289.921030546317,17321.031483789426,786
2025-10-10 14:25:01.073795,17340.177353570878,17340.177353570878,17321.55960535957,17337.928931650167,598
2025-10-10 14:30:01.073795,17330.466391017686,17356.50024217958,17313.910395310326,17329.62104276853,1161
2025-10-10 14:35:01.073795,17314.456749741985,17340.291208175666,17307.010534509394,17326.40364305976,772
2025-10-10 14:40:01.073795,17302.84950590615,17337.065088979303,17274.48555176407,17307.234836735697,906
2025-10-10 14:45:01.073795,17270.122960060904,17308.796844956265,17270.122960060904,17286.531807779473,734
2025-10-10 14:50:01.073795,17284.214536331492,17325.351027406687,17277.778031724967,17300.577561252932,832
2025-10-10 14:55:01.073795,17307.40018810193,17332.047595696502,17300.7615017843,17324.0412970589,656
2025-10-10 15:00:01.073795,17328.085769396148,17350.507353532466,17316.60800601243,17322.793790738837,857
2025-10-10 15:05:01.073795,17347.88608041909,17347.88608041909,17331.74448614304,17340.177784191244,1783
2025-10-10 15:10:01.073795,17352.2799775284,17375.25134960205,17332.669169782523,17346.448617158738,807
2025-10-10 15:15:01.073795,17318.373605802288,17345.42166360313,17304.181655001878,17335.258080483567,628
2025-10-10 15:20:01.073795,17330.474177136755,17348.733095110307,17330.474177136755,17341.522966574208,1374
2025-10-10 15:25:01.073795,17379.221706291573,17382.833630444504,17337.186670561634,17368.194863015007,1012
2025-10-10 15:30:01.073795,17370.709037330962,17376.583740030343,17354.383958435235,17367.572629386577,902
2025-10-10 15:35:01.073795,17396.557386771914,17416.460516017934,17380.50346775303,17394.74669171804,1154
2025-10-10 15:40:01.073795,17358.32357633934,17359.39436633576,17316.267120848195,17349.17688923553,710
2025-10-10 15:45:01.073795,17377.137786024832,17393.595397788904,17346.50926012361,17363.43622116964,1699
2025-10-10 15:50:01.073795,17356.913846294734,17379.715277883875,17356.913846294734,17364.94765738723,1312
2025-10-10 15:55:01.073795,17347.234029708536,17381.74946430521,17347.234029708536,17359.755410397218,1752
2025-10-13 09:30:01.073795,17349.94817445302,17395.529453395444,17343.09497427059,17361.348355034144,908
2025-10-13 09:35:01.073795,17313.595145943767,17327.47878340257,17295.157657757194,17326.84147872812,1364
2025-10-13 09:40:01.073795,17328.281380202854,17332.530195251846,17303.83516859582,17323.035258750228,1744
2025-10-13 09:45:01.073795,17316.636553701584,17336.375772312556,17316.636553701584,17329.22153241787,1850
2025-10-13 09:50:01.073795,17358.32119223006,17385.164717185144,17334.09627733372,17354.832285720637,1497
2025-10-13 09:55:01.073795,17343.019806405347,17351.921716508925,17314.115310423815,17345.837793003815,1074
2025-10-13 10:00:01.073795,17320.245965085913,17349.80136419621,17320.245965085913,17331.81379411135,1607
2025-10-13 10:05:01.073795,17314.294739906494,17325.986096557823,17302.220484815796,17323.117434462056,1083
2025-10-13 10:10:01.073795,17346.5711158176,17348.986359846323,17326.641052131235,17338.975052846763,945
2025-10-13 10:15:01.073795,17350.352906561075,17364.323469239316,17328.161380868547,17344.675260135748,1905
2025-10-13 10:20:01.073795,17319.23240434305,17360.88572919233,17319.23240434305,17335.486741435663,893
2025-10-13 10:25:01.073795,17344.2584318059,17365.027003071104,17342.600584054446,17344.38448221721,1395
2025-10-13 10:30:01.073795,17332.420285469798,17357.66386723055,17319.323641182724,17346.068232557696,612
2025-10-13 10:35:01.073795,17369.412827446577,17388.15730867935,17345.664111626855,17362.870414656605,1152
2025-10-13 10:40:01.073795,17361.070896422996,17361.070896422996,17322.256792119584,17350.680757763403,1542
2025-10-13 10:45:01.073795,17340.172782170644,17354.436308875083,17324.5204998259,17344.99559646138,637
2025-10-13 10:50:01.073795,17353.807087879424,17370.00360461715,17333.450106208624,17338.194482271967,1169
2025-10-13 10:55:01.073795,17325.733263558624,17325.733263558624,17294.056108597302,17312.81977547354,1598
2025-10-13 11:00:01.073795,17324.60612295899,17345.882418000827,17295.128902325287,17317.946452462224,1773
2025-10-13 11:05:01.073795,17312.80871297947,17331.117125572386,17305.511297738238,17322.467393686966,1981
2025-10-13 11:10:01.073795,17329.678146237384,17355.263012876963,17321.19002507952,17322.555971372927,1887
2025-10-13 11:15:01.073795,17332.88358440871,17332.88358440871,17298.820412394878,17318.492322624872,550
2025-10-13 11:20:01.073795,17308.659234124556,17318.102579929924,17283.695539582033,17293.980235295003,1956
2025-10-13 11:25:01.073795,17299.22265284408,17319.352117013943,17270.310400284423,17286.70560339703,1766
2025-10-13 11:30:01.073795,17264.779458921756,17291.809809360693,17252.132584562216,17280.78119844382,1394
2025-10-13 11:35:01.073795,17252.307792398187,17274.86030760077,17252.307792398187,17266.917220493913,1544
2025-10-13 11:40:01.073795,17249.12482217842,17275.867606150776,17239.10737458158,17264.132313461727,972
2025-10-13 11:45:01.073795,17264.847210757882,17289.74312555958,17243.79457071577,17271.107900915144,1438
2025-10-13 11:50:01.073795,17294.4428511831,17334.34577985539,17282.371016626334,17303.684421136135,536
2025-10-13 11:55:01.073795,17319.67496333585,17336.822350032533,17305.969053667006,17306.70526051631,1293
2025-10-13 12:00:01.073795,17328.40224593052,17343.675316478322,17283.50687625029,17311.16260921828,1026
2025-10-13 12:05:01.073795,17309.177162916607,17336.433728887325,17295.959117031733,17309.87386386486,1441
2025-10-13 12:10:01.073795,17285.929913365686,17306.84862136538,17242.656824789763,17276.66017615442,1126
2025-10-13 12:15:01.073795,17267.17622729006,17290.761002397667,17250.71686311578,17276.20210493833,665
2025-10-13 12:20:01.073795,17270.204186158942,17289.496440354338,17267.317258700972,17277.242654218095,850
2025-10-13 12:25:01.073795,17336.69519507216,17336.69519507216,17319.18153993748,17319.800685911592,1141
2025-10-13 12:30:01.073795,17306.7113366903,17329.77939330952,17292.930850094494,17316.469032341833,1924
2025-10-13 12:35:01.073795,17318.835486926826,17348.93241790977,17318.593268090597,17321.69076755714,1818
2025-10-13 12:40:01.073795,17325.018318662213,17353.81707684148,17304.89769419777,17321.089501016308,750
2025-10-13 12:45:01.073795,17316.165993257255,17335.14283708595,17292.83049093692,17300.846724128827,1474
2025-10-13 12:50:01.073795,17311.288595577786,17341.67128085279,17302.85836223114,17320.618526475588,764
2025-10-13 12:55:01.073795,17343.3349063031,17343.3349063031,17327.17916333411,17333.642471692212,1025
2025-10-13 13:00:01.073795,17360.66927581064,17360.66927581064,17313.731203993968,17347.35393664594,1891
2025-10-13 13:05:01.073795,17327.981891419393,17366.065116600497,17325.550712287048,17331.57847060207,1637
2025-10-13 13:10:01.073795,17366.854240932884,17380.051226395077,17350.549109094667,17355.891110280172,836
2025-10-13 13:15:01.073795,17334.782324132517,17339.31895305164,17312.947526233536,17331.56073588152,1370
2025-10-13 13:20:01.073795,17333.602082815327,17344.904965656366,17311.29850320694,17341.731885246005,694
2025-10-13 13:25:01.073795,17392.305531281443,17410.61056173657,17346.500271981393,17379.71817941533,1714
2025-10-13 13:30:01.073795,17348.161050049774,17385.25621886498,17343.374411807683,17362.502937238085,1112
2025-10-13 13:35:01.073795,17360.424462517098,17365.60487338221,17343.65574755566,17352.670591244503,1243
2025-10-13 13:40:01.073795,17360.76050026278,17360.76050026278,17346.757513921308,17354.39980855684,614
2025-10-13 13:45:01.073795,17344.98881341423,17375.191786102732,17328.485001877372,17345.66229076143,1388
2025-10-13 13:50:01.073795,17324.931046386606,17347.329918268002,17306.717754681973,17318.765006559523,1348
2025-10-13 13:55:01.073795,17330.255241701245,17330.255241701245,17289.516773469273,17319.95243260834,1487
2025-10-13 14:00:01.073795,17308.763389146898,17330.98615320237,17271.542308984594,17301.553382817623,1755
2025-10-13 14:05:01.073795,17313.853533497873,17333.893376993587,17286.201137806915,17309.747267537954,1629
2025-10-13 14:10:01.073795,17306.69346560807,17306.69346560807,17263.36500409577,17293.832266411715,543
2025-10-13 14:15:01.073795,17314.924879230115,17349.243915659295,17314.924879230115,17320.63657203603,1615
2025-10-13 14:20:01.073795,17318.566665434213,17318.566665434213,17278.756901120574,17307.070126415623,1261
2025-10-13 14:25:01.073795,17305.542206434075,17305.542206434075,17291.563806837385,17301.49618516963,1971
2025-10-13 14:30:01.073795,17320.21202080243,17337.451674490323,17306.573955364576,17315.571250202524,1309
2025-10-13 14:35:01.073795,17303.286699282733,17321.231826564683,17290.557829866102,17294.25813143198,1311
2025-10-13 14:40:01.073795,17302.78012016602,17331.507923183242,17286.364341600904,17298.19188225558,1898
2025-10-13 14:45:01.073795,17327.311751634858,17327.311751634858,17288.335988284063,17320.803088436656,601
2025-10-13 14:50:01.073795,17277.99661021465,17303.369289825274,17268.46740439266,17292.960187862856,1373
2025-10-13 14:55:01.073795,17280.43922320959,17308.117946411356,17274.67415417018,17296.153053827788,1807
2025-10-13 15:00:01.073795,17309.28630335343,17334.332006439832,17267.123596903395,17300.648026413164,695
2025-10-13 15:05:01.073795,17297.625996712428,17340.431470665244,17297.625996712428,17314.174068736782,985
2025-10-13 15:10:01.073795,17299.096653733828,17309.65726499919,17266.112351834887,17292.75728881419,1168
2025-10-13 15:15:01.073795,17267.373266647952,17279.373975982908,17235.482426508985,17269.922953093715,1177
2025-10-13 15:20:01.073795,17285.630089611994,17285.630089611994,17251.46991572667,17278.936843717936,831
2025-10-13 15:25:01.073795,17289.40958792984,17289.40958792984,17260.544830132385,17284.068423130288,909
2025-10-13 15:30:01.073795,17286.05831292011,17321.275774032387,17283.174860799354,17288.397958695172,1915
2025-10-13 15:35:01.073795,17290.84540888682,17308.90534693385,17272.301662886286,17294.387493213035,911
2025-10-13 15:40:01.073795,17296.24902115659,17316.63831927327,17268.478148370436,17282.626882173092,844
2025-10-13 15:45:01.073795,17291.8844560372,17294.00856512109,17285.564428745958,17286.640836163133,1052
2025-10-13 15:50:01.073795,17307.898801967658,17321.599534075747,17275.34186056525,17291.70707474801,778
2025-10-13 15:55:01.073795,17288.71742858868,17309.373214952047,17252.51653429254,17279.35471927907,1767
2025-10-14 09:30:01.073795,17298.826620884436,17337.943175744764,17289.912354834218,17311.594098883328,548
2025-10-14 09:35:01.073795,17330.068833388043,17351.694697484614,17298.436385666635,17319.79690208084,1222
2025-10-14 09:40:01.073795,17305.58401604721,17305.58401604721,17294.83254841921,17299.16376746055,1145
2025-10-14 09:45:01.073795,17295.43405464634,17317.463971082525,17293.50207982288,17310.521595858427,1372
2025-10-14 09:50:01.073795,17287.090280186127,17302.95310298319,17266.063932915804,17293.64934775687,1182
2025-10-14 09:55:01.073795,17303.53962876284,17307.66315233329,17303.53962876284,17307.260912901012,1219
2025-10-14 10:00:01.073795,17334.07005323118,17348.106516601474,17317.205571279213,17327.313028879427,1790
2025-10-14 10:05:01.073795,17312.41783938955,17340.096074548586,17311.720960651564,17313.09280945208,657
2025-10-14 10:10:01.073795,17317.3808884488,17338.160999582968,17295.574554559484,17329.771829788097,1248
2025-10-14 10:15:01.073795,17338.993478598844,17358.35906855918,17312.56806372687,17336.925229067594,514
2025-10-14 10:20:01.073795,17336.87522176815,17362.506200627842,17333.211411644003,17351.177224595212,1025
2025-10-14 10:25:01.073795,17380.5050259529,17385.243227379986,17380.5050259529,17384.088815795607,699
2025-10-14 10:30:01.073795,17390.27125422617,17399.55048593132,17355.857408781576,17379.822966992673,800
2025-10-14 10:35:01.073795,17371.461858642877,17372.540413174724,17363.091164422032,17366.72316589232,1559
2025-10-14 10:40:01.073795,17335.727475917738,17352.37133482465,17318.786262352416,17351.275215040947,1311
2025-10-14 10:45:01.073795,17344.54316787161,17361.70600069956,17306.91967406685,17337.11986626325,1702
2025-10-14 10:50:01.073795,17321.225068747746,17347.55241453793,17307.53188173974,17335.783144685243,1842
2025-10-14 10:55:01.073795,17340.04351758857,17360.6896437817,17313.35062030924,17341.697281340046,1465
2025-10-14 11:00:01.073795,17331.98106209639,17364.758052273883,17321.11454062703,17346.49556942256,590
2025-10-14 11:05:01.073795,17373.753253212868,17373.753253212868,17355.304639286394,17360.844299987068,828
2025-10-14 11:10:01.073795,17350.032477557477,17394.954153887717,17349.372280944233,17361.070023807562,1684
2025-10-14 11:15:01.073795,17388.230065860378,17409.209919193247,17368.981365420233,17386.30493070308,1578
2025-10-14 11:20:01.073795,17398.208954259913,17398.208954259913,17347.067564814224,17381.703526298414,1475
2025-10-14 11:25:01.073795,17414.07240552413,17435.94034494206,17405.27332503337,17428.984700293455,545
2025-10-14 11:30:01.073795,17452.734710486453,17452.734710486453,17423.753260482838,17439.889446925125,1590
2025-10-14 11:35:01.073795,17419.571566660718,17450.82394810211,17410.112321648794,17424.94071390263,1056
2025-10-14 11:40:01.073795,17419.057781942734,17440.663086248966,17404.8841719422,17406.28047561295,1368
2025-10-14 11:45:01.073795,17414.214213595427,17429.95521883771,17389.418267785422,17414.67852579442,1810
2025-10-14 11:50:01.073795,17403.015785855194,17442.150849822898,17396.102006768735,17410.786993225494,1388
2025-10-14 11:55:01.073795,17427.503251000173,17455.010915227213,17415.87747712641,17423.21830374119,1447
2025-10-14 12:00:01.073795,17438.987916226633,17457.022092151907,17426.876791548326,17431.46362618368,1863
2025-10-14 12:05:01.073795,17446.62712762661,17446.62712762661,17421.91325911507,17430.194111641766,771
2025-10-14 12:10:01.073795,17406.630171513127,17445.193307740254,17398.287867398427,17415.434332763314,1806
2025-10-14 12:15:01.073795,17384.157013707038,17404.539483411485,17371.14823829317,17389.05261039763,1389
2025-10-14 12:20:01.073795,17397.60612006526,17397.60612006526,17367.693136656497,17381.288138404805,887
2025-10-14 12:25:01.073795,17405.688224468468,17419.022862468424,17384.859327085687,17396.173452610325,696
2025-10-14 12:30:01.073795,17390.712474560012,17433.647438780787,17384.106081174206,17399.89786451833,610
2025-10-14 12:35:01.073795,17372.556946987665,17384.122318171118,17360.156642724804,17378.22213700287,1743
2025-10-14 12:40:01.073795,17385.303961914706,17396.210425384736,17372.585792797552,17381.231713602203,1560
2025-10-14 12:45:01.073795,17371.816355594296,17393.738029933185,17371.816355594296,17387.929004262547,1604
2025-10-14 12:50:01.073795,17384.518797843164,17395.624522616134,17356.069446652553,17372.560553911993,1708
2025-10-14 12:55:01.073795,17365.008998681315,17395.57248739887,17345.058324219484,17375.231152623688,667
2025-10-14 13:00:01.073795,17377.32576111875,17385.617011912746,17374.258632446985,17376.242542561784,1904
2025-10-14 13:05:01.073795,17354.72270959628,17357.747736490943,17352.14324081736,17356.382013447736,1900
2025-10-14 13:10:01.073795,17346.67294081821,17373.570486413108,17344.978085584396,17362.59190755352,722
2025-10-14 13:15:01.073795,17355.127889796437,17406.60870579971,17338.79586220571,17372.32858043292,1927
2025-10-14 13:20:01.073795,17389.569451149473,17413.373755862172,17360.955518934756,17391.143702498808,1273
2025-10-14 13:25:01.073795,17396.92356370135,17426.491645680606,17386.251018147326,17409.470525419736,544
2025-10-14 13:30:01.073795,17375.1191858778,17396.193054560736,17360.983596050537,17385.486031164513,1510
2025-10-14 13:35:01.073795,17375.177402066387,17402.874643743984,17365.919529884774,17369.18148703339,1165
2025-10-14 13:40:01.073795,17384.82218467219,17408.30060115902,17371.97016490288,17378.127228061763,1757
2025-10-14 13:45:01.073795,17386.95762061267,17419.903986095735,17363.296522408724,17387.055865684706,1426
2025-10-14 13:50:01.073795,17379.672244802645,17426.24198996556,17376.15836168891,17396.01102858,1896
2025-10-14 13:55:01.073795,17453.102839581836,17487.115645156257,17439.405236665567,17463.033188081587,1488
2025-10-14 14:00:01.073795,17459.254665954493,17486.766655638246,17450.24467692589,17473.002668016583,1486
2025-10-14 14:05:01.073795,17509.53867699877,17527.80958708837,17491.157678088264,17492.844409477166,1110
2025-10-14 14:10:01.073795,17511.879460707132,17540.025585766998,17482.13420559281,17509.53261389232,1607
2025-10-14 14:15:01.073795,17514.877087687953,17551.72300391379,17506.776335075956,17520.938170251462,1501
2025-10-14 14:20:01.073795,17525.847016231182,17543.713870129082,17488.71087732108,17515.41435730914,1153
2025-10-14 14:25:01.073795,17530.267690506775,17557.379172054938,17524.493798825173,17528.708017690522,508
2025-10-14 14:30:01.073795,17511.524286029846,17526.531736547506,17502.324124303068,17515.161390156183,1543
2025-10-14 14:35:01.073795,17501.82173751774,17524.621566332524,17495.299313896023,17511.01347403894,1059
2025-10-14 14:40:01.073795,17506.135487376094,17510.46984620009,17499.952041013097,17502.514266413098,1502
2025-10-14 14:45:01.073795,17499.738822976138,17525.634322407048,17487.721319100747,17503.94726970576,1795
2025-10-14 14:50:01.073795,17527.818220819023,17562.676953479357,17527.648953825428,17544.462931204187,1011
2025-10-14 14:55:01.073795,17514.510675649984,17525.01851158845,17497.734634259083,17511.702766250033,1300
2025-10-14 15:00:01.073795,17534.689699842234,17545.02586841597,17496.913149971755,17523.720350724183,1577
2025-10-14 15:05:01.073795,17484.81456088946,17528.894221171486,17484.81456088946,17495.45956879228,511
2025-10-14 15:10:01.073795,17478.231349658705,17509.84794731829,17455.794819068335,17487.20290391514,1890
2025-10-14 15:15:01.073795,17501.05054459817,17508.355715429283,17473.528670783762,17506.245603956646,652
2025-10-14 15:20:01.073795,17499.838285963895,17524.383579959776,17498.37994053638,17507.37090575836,960
2025-10-14 15:25:01.073795,17481.90253666642,17516.589868917694,17469.644181596763,17488.502428189404,1415
2025-10-14 15:30:01.073795,17472.971206968035,17501.023725639756,17466.464087364802,17475.99283753312,682
2025-10-14 15:35:01.073795,17476.727553730376,17494.205315289062,17464.046882660645,17487.869482925904,1287
2025-10-14 15:40:01.073795,17477.449501720468,17499.87823089383,17471.361557415155,17475.09692659575,884
2025-10-14 15:45:01.073795,17489.57637527772,17512.541327186773,17461.97588918635,17478.87956142929,1325
2025-10-14 15:50:01.073795,17495.456874560354,17495.456874560354,17457.54154418729,17479.67610613036,1402
2025-10-14 15:55:01.073795,17458.786382291408,17496.90599423466,17437.39519972718,17468.286343103566,818
2025-10-15 09:30:01.073795,17517.63641778153,17527.128717820164,17491.346659469506,17505.737372359505,1850
2025-10-15 09:35:01.073795,17526.662430378427,17529.216239964786,17508.536147476872,17516.834592279545,912
2025-10-15 09:40:01.073795,17487.21850494732,17510.12133947959,17466.545462220067,17481.360504563283,643
2025-10-15 09:45:01.073795,17487.64861178869,17506.43586608287,17468.822007293773,17484.619979657396,752
2025-10-15 09:50:01.073795,17463.150056167302,17498.79975676267,17442.89750376881,17473.04889481324,643
2025-10-15 09:55:01.073795,17491.68921305721,17491.68921305721,17465.48998148965,17487.943504151703,1320
2025-10-15 10:00:01.073795,17477.385721076076,17482.19007230936,17460.42249787703,17474.08394625212,1245
2025-10-15 10:05:01.073795,17478.898194184218,17506.596365394038,17467.311259762668,17472.079032042235,1106
2025-10-15 10:10:01.073795,17487.630124776577,17495.87284088024,17455.813696956033,17480.902209690757,1986
2025-10-15 10:15:01.073795,17503.886471794634,17503.886471794634,17492.3933791489,17496.036391577578,1367
2025-10-15 10:20:01.073795,17460.554687981363,17484.617896974025,17460.554687981363,17475.03596195905,1841
2025-10-15 10:25:01.073795,17459.64035804818,17475.89407454155,17457.89246196524,17469.190540833406,1032
2025-10-15 10:30:01.073795,17445.79388862753,17463.318035363507,17442.767135102218,17460.89363069626,1700
2025-10-15 10:35:01.073795,17462.750287833078,17462.750287833078,17430.640057861085,17449.48591846047,1476
2025-10-15 10:40:01.073795,17474.45383665699,17498.92470303084,17468.953289824578,17480.29218736594,1504
2025-10-15 10:45:01.073795,17489.39234616308,17522.141154442317,17464.22373058266,17487.371386004077,1595
2025-10-15 10:50:01.073795,17467.497907897803,17481.571771500607,17463.2210292805,17465.32184001997,1936
2025-10-15 10:55:01.073795,17470.89642705471,17487.48165942234,17457.22815675349,17481.352594329986,1303
2025-10-15 11:00:01.073795,17527.42592439522,17527.42592439522,17502.6711529335,17518.450755070207,1021
2025-10-15 11:05:01.073795,17551.520386976237,17559.8584462691,17508.639070049005,17536.53794689349,851
2025-10-15 11:10:01.073795,17527.140125135233,17527.140125135233,17504.555881520802,17509.893457830167,1890
2025-10-15 11:15:01.073795,17502.148159303233,17520.314597980632,17471.94102327102,17501.414570805628,1435
2025-10-15 11:20:01.073795,17510.53971750566,17526.710867586848,17497.117213742386,17523.587308051916,1739
2025-10-15 11:25:01.073795,17494.941636312873,17538.57487961297,17486.36447936098,17511.186400385905,954
2025-10-15 11:30:01.073795,17504.51006615024,17528.177121351306,17504.51006615024,17518.958205120285,1905
2025-10-15 11:35:01.073795,17528.91663765045,17551.948094402986,17521.815759061057,17532.52898672658,1170
2025-10-15 11:40:01.073795,17530.969923776232,17537.317905442796,17498.211983398833,17516.277551364954,1245
2025-10-15 11:45:01.073795,17505.023875089595,17549.99065005952,17485.40907245681,17515.234888706833,1895
2025-10-15 11:50:01.073795,17454.29506220186,17462.526486889066,17429.920498388954,17458.46332990843,1816
2025-10-15 11:55:01.073795,17450.69569336581,17470.85791856356,17412.467484464392,17440.579095836583,957
2025-10-15 12:00:01.073795,17424.78919418313,17438.996006439655,17422.12129585435,17436.174161015122,1542
2025-10-15 12:05:01.073795,17419.32748938777,17426.471846474877,17380.438229241543,17414.4175961392,1733
2025-10-15 12:10:01.073795,17457.59326464268,17457.59326464268,17412.773118118264,17442.845088274524,1230
2025-10-15 12:15:01.073795,17406.572097636203,17439.018659069763,17391.256593490623,17417.899353764424,1253
2025-10-15 12:20:01.073795,17405.62218958796,17424.116336945954,17405.13789206798,17410.234703183956,602
2025-10-15 12:25:01.073795,17428.638921202044,17428.638921202044,17407.80375834591,17412.510927319738,1324
2025-10-15 12:30:01.073795,17431.044161541868,17471.29036899164,17422.52365805475,17437.607114214854,1259
2025-10-15 12:35:01.073795,17417.473410027684,17427.87516946201,17408.88932691715,17412.569114152415,824
2025-10-15 12:40:01.073795,17420.690405241035,17454.42511741079,17410.15310254322,17432.82278337789,592
2025-10-15 12:45:01.073795,17417.596112373387,17460.223209811076,17416.96977186195,17433.00117451718,1992
2025-10-15 12:50:01.073795,17432.737931481723,17432.737931481723,17391.681218125832,17415.89053305066,858
